name,num_years,year,industry,sector,country,headquarters_state,headquarters_city,market_value_mil,market_value_currency,revenue_mil,revenue_currency,profit_mil,profit_currency,asset_mil,asset_currency,employees,employees_metric
"Continental Airlines, Inc.",13,2009,Airlines,,USA,TX,Houston,,USD,15241.0,USD,,USD,,USD,,employees
"Continental Airlines, Inc.",13,2008,Airlines,,USA,TX,Houston,,USD,14232.0,USD,,USD,,USD,,employees
Corning Inc.,13,2010,Network and Other Communications Equipment,,USA,NY,Corning,,USD,5395.0,USD,,USD,,USD,,employees
Corning Inc.,13,2009,Network and Other Communications Equipment,,USA,NY,Corning,,USD,5948.0,USD,,USD,,USD,,employees
Corning Inc.,13,2008,Network and Other Communications Equipment,,USA,NY,Corning,,USD,5860.0,USD,,USD,,USD,,employees
Costco Wholesale Corporation,14,2013,Specialty Retailers: Other,,USA,WA,,46303.4,USD,99137.0,USD,1709.0,USD,27140.0,USD,,employees
Costco Wholesale Corporation,14,2012,Specialty Retailers: Other,,USA,WA,Issaquah,,USD,88915.0,USD,,USD,,USD,,employees
Costco Wholesale Corporation,14,2011,Specialty Retailers: Other,,USA,WA,Issaquah,,USD,77946.0,USD,,USD,,USD,,employees
Coventry Health Care Inc.,9,2010,Health Care: Insurance and Managed Care,,USA,MD,Bethesda,,USD,13993.3,USD,,USD,,USD,,employees
Coventry Health Care Inc.,9,2009,Health Care: Insurance and Managed Care,,USA,MD,Bethesda,,USD,11913.6,USD,,USD,,USD,,employees
Coventry Health Care Inc.,9,2008,Health Care: Insurance and Managed Care,,USA,MD,Bethesda,,USD,9879.5,USD,,USD,,USD,,employees
"Crown Holdings, Inc.",12,2014,"Packaging, Containers",,USA,PA,,6191.0,USD,8656.0,USD,324.0,USD,8030.0,USD,,employees
"Crown Holdings, Inc.",12,2013,"Packaging, Containers",,USA,PA,,595.86,USD,84.7,USD,557.0,USD,74.9,USD,,employees
"Crown Holdings, Inc.",12,2012,"Packaging, Containers",,USA,PA,Philadelphia,,USD,8644.0,USD,,USD,,USD,,employees
Cummins,16,2023,Industrial Machinery,Industrials,USA,IN,Columbus,33811.0,USD,28074.0,USD,2151.0,USD,30299.0,USD,73600.0,employees
Cummins,16,2022,Industrial Machinery,Industrials,USA,IN,Columbus,29141.0,USD,24021.0,USD,2131.0,USD,23710.0,USD,59900.0,employees
Cummins,16,2021,Industrial Machinery,Industrials,USA,IN,Columbus,37971.0,USD,19811.0,USD,1789.0,USD,22624.0,USD,57825.0,employees
DTE Energy Company,19,2014,Utilities: Gas and Electric,,USA,MI,,13155.0,USD,9661.0,USD,661.0,USD,25935.0,USD,,employees
DTE Energy Company,19,2013,Utilities: Gas and Electric,,USA,MI,,1179.18,USD,88.46,USD,610.0,USD,263.39,USD,,employees
DTE Energy Company,19,2012,Utilities: Gas and Electric,,USA,MI,Detroit,,USD,8897.0,USD,,USD,,USD,,employees
Dana Corporation,12,2007,Motor Vehicles & Parts,,USA,OH,Toledo,,USD,9724.0,USD,,USD,,USD,,employees
Dana Corporation,12,2006,Motor Vehicles & Parts,,USA,OH,,,USD,10092.0,USD,,USD,,USD,,employees
Dana Corporation,12,2005,Motor Vehicles & Parts,,USA,OH,,,USD,10939.0,USD,,USD,,USD,,employees
Danaher,11,2023,Medical Products and Equipment,Health Care,USA,DC,Washington,183764.0,USD,31471.0,USD,7209.0,USD,84350.0,USD,80000.0,employees
Danaher,11,2022,Medical Products and Equipment,Health Care,USA,DC,Washington,209993.0,USD,29453.0,USD,6433.0,USD,83184.0,USD,79000.0,employees
Danaher,11,2021,Medical Products and Equipment,Health Care,USA,DC,Washington,160497.0,USD,22284.0,USD,3646.0,USD,76161.0,USD,69000.0,employees
Danaher Corporation,14,2014,"Scientific, Photographic and Control Equipment",,USA,DC,,52386.0,USD,19118.0,USD,2695.0,USD,34672.0,USD,,employees
Danaher Corporation,14,2013,"Scientific, Photographic and Control Equipment",,USA,DC,,4289.88,USD,1827.03,USD,2392.2,USD,329.41,USD,,employees
Danaher Corporation,14,2012,"Scientific, Photographic and Control Equipment",,USA,DC,Washington,,USD,16476.4,USD,,USD,,USD,,employees
Darden Restaurants,10,2023,Food Services,"Hotels, Restaurants & Leisure",USA,FL,Orlando,18884.0,USD,9630.0,USD,953.0,USD,10136.0,USD,178956.0,employees
Darden Restaurants,10,2022,Food Services,"Hotels, Restaurants & Leisure",USA,FL,Orlando,16981.0,USD,7196.0,USD,629.0,USD,10656.0,USD,156883.0,employees
Darden Restaurants,10,2021,Food Services,"Hotels, Restaurants & Leisure",USA,FL,Orlando,18507.0,USD,7807.0,USD,52.0,USD,9946.0,USD,177895.0,employees
"Darden Restaurants, Inc.",17,2014,Food Services,,USA,FL,,6696.0,USD,8552.0,USD,412.0,USD,6937.0,USD,,employees
"Darden Restaurants, Inc.",17,2013,Food Services,,USA,FL,,670.87,USD,799.87,USD,475.5,USD,594.42,USD,,employees
"Darden Restaurants, Inc.",17,2012,Food Services,,USA,FL,Orlando,,USD,7500.2,USD,,USD,,USD,,employees
Dean Foods Company,19,2014,Food Consumer Products,,USA,TX,,1467.0,USD,9963.0,USD,813.0,USD,2802.0,USD,,employees
Dean Foods Company,19,2013,Food Consumer Products,,USA,TX,,337.07,USD,1290.06,USD,158.6,USD,568.71,USD,,employees
Dean Foods Company,19,2012,Food Consumer Products,,USA,TX,Dallas,,USD,13055.5,USD,,USD,,USD,,employees
Deere,9,2023,Construction and Farm Machinery,Industrials,USA,IL,Moline,122346.0,USD,52577.0,USD,7131.0,USD,90030.0,USD,82239.0,employees
Deere,9,2022,Construction and Farm Machinery,Industrials,USA,IL,Moline,127457.0,USD,44024.0,USD,5963.0,USD,84114.0,USD,75550.0,employees
Deere,9,2021,Construction and Farm Machinery,Industrials,USA,IL,Moline,117270.0,USD,35540.0,USD,2751.0,USD,75091.0,USD,69634.0,employees
Deere & Company,19,2014,Construction and Farm Machinery,,USA,IL,,33568.0,USD,37795.0,USD,3537.0,USD,59521.0,USD,,employees
Deere & Company,19,2013,Construction and Farm Machinery,,USA,IL,,33494.0,USD,36157.1,USD,3064.7,USD,56265.8,USD,,employees
Deere & Company,19,2012,Construction and Farm Machinery,,USA,IL,Moline,,USD,32012.5,USD,,USD,,USD,,employees
Dell Inc.,10,2013,"Computers, Office Equipment",,USA,TX,,25037.7,USD,56940.0,USD,2372.0,USD,47540.0,USD,,employees
Dell Inc.,10,2012,"Computers, Office Equipment",,USA,TX,Round Rock,,USD,62071.0,USD,,USD,,USD,,employees
Dell Inc.,10,2011,"Computers, Office Equipment",,USA,TX,Round Rock,,USD,61494.0,USD,,USD,,USD,,employees
Delta Air Lines,9,2023,Airlines,Transportation,USA,GA,Atlanta,22392.0,USD,50582.0,USD,1318.0,USD,72288.0,USD,95000.0,employees
Delta Air Lines,9,2022,Airlines,Transportation,USA,GA,Atlanta,25322.0,USD,29899.0,USD,280.0,USD,72459.0,USD,83000.0,employees
Delta Air Lines,9,2021,Airlines,Transportation,USA,GA,Atlanta,30810.0,USD,17095.0,USD,12385.0,USD,71996.0,USD,74000.0,employees
"Delta Air Lines, Inc.",19,2014,Airlines,,USA,GA,,29431.0,USD,37773.0,USD,10540.0,USD,52252.0,USD,,employees
"Delta Air Lines, Inc.",19,2013,Airlines,,USA,GA,,14059.8,USD,36670.0,USD,1009.0,USD,44550.0,USD,,employees
"Delta Air Lines, Inc.",19,2012,Airlines,,USA,GA,Atlanta,,USD,35115.0,USD,,USD,,USD,,employees
Devon Energy Corporation,13,2014,"Mining, Crude-Oil Production",,USA,OK,,27267.0,USD,10397.0,USD,-20.0,USD,42877.0,USD,,employees
Devon Energy Corporation,13,2013,"Mining, Crude-Oil Production",,USA,OK,,2290.65,USD,95.02,USD,-206.0,USD,433.26,USD,,employees
Devon Energy Corporation,13,2012,"Mining, Crude-Oil Production",,USA,OK,Oklahoma City,,USD,11497.0,USD,,USD,,USD,,employees
Dick's Sporting Goods,9,2023,Specialty Retailers: Other,Retailing,USA,PA,Coraopolis,12148.0,USD,12368.0,USD,1043.0,USD,8992.0,USD,35800.0,employees
Dick's Sporting Goods,9,2022,Specialty Retailers: Other,Retailing,USA,PA,Coraopolis,7987.0,USD,12293.0,USD,1520.0,USD,9042.0,USD,34300.0,employees
Dick's Sporting Goods,9,2021,Specialty Retailers: Other,Retailing,USA,PA,Coraopolis,6799.0,USD,9584.0,USD,530.0,USD,7753.0,USD,33450.0,employees
Discover Financial Services,15,2023,Commercial Banks,Financials,USA,IL,Riverwoods,25635.0,USD,15202.0,USD,4392.0,USD,131628.0,USD,20200.0,employees
Discover Financial Services,15,2022,Commercial Banks,Financials,USA,IL,Riverwoods,31077.0,USD,13221.0,USD,5449.0,USD,110242.0,USD,16700.0,employees
Discover Financial Services,15,2021,Commercial Banks,Financials,USA,IL,Riverwoods,29100.0,USD,12953.0,USD,1141.0,USD,112889.0,USD,17600.0,employees
"Dole Food Company, Inc.",18,2013,Food Consumer Products,,USA,CA,,97.22,USD,683.23,USD,-144.5,USD,422.98,USD,,employees
"Dole Food Company, Inc.",18,2012,Food Consumer Products,,USA,CA,Westlake Village,,USD,7223.8,USD,,USD,,USD,,employees
"Dole Food Company, Inc.",18,2011,Food Consumer Products,,USA,CA,Westlake Village,,USD,6894.0,USD,,USD,,USD,,employees
Dollar General,9,2023,Specialty Retailers: Other,Retailing,USA,TN,Goodlettsville,46114.0,USD,37845.0,USD,2416.0,USD,29083.0,USD,170000.0,employees
Dollar General,9,2022,Specialty Retailers: Other,Retailing,USA,TN,Goodlettsville,50953.0,USD,34220.0,USD,2399.0,USD,26327.0,USD,163000.0,employees
Dollar General,9,2021,Specialty Retailers: Other,Retailing,USA,TN,Goodlettsville,48480.0,USD,33747.0,USD,2655.0,USD,25863.0,USD,158000.0,employees
Dollar General Corporation,16,2014,General Merchandisers,,USA,TN,,17398.0,USD,17504.0,USD,1025.0,USD,10868.0,USD,,employees
Dollar General Corporation,16,2013,General Merchandisers,,USA,TN,,1654.43,USD,1602.21,USD,952.7,USD,1036.77,USD,,employees
Dollar General Corporation,16,2012,General Merchandisers,,USA,TN,Goodlettsville,,USD,14807.2,USD,,USD,,USD,,employees
"Dominion Resources, Inc.",19,2014,Utilities: Gas and Electric,,USA,VA,,41279.0,USD,13424.0,USD,1697.0,USD,50096.0,USD,,employees
"Dominion Resources, Inc.",19,2013,Utilities: Gas and Electric,,USA,VA,,3352.97,USD,131.5,USD,302.0,USD,468.38,USD,,employees
"Dominion Resources, Inc.",19,2012,Utilities: Gas and Electric,,USA,VA,Richmond,,USD,14379.0,USD,,USD,,USD,,employees
Dover Corporation,19,2014,Industrial Machinery,,USA,IL,,13899.0,USD,9123.0,USD,1003.0,USD,10838.0,USD,,employees
Dover Corporation,19,2013,Industrial Machinery,,USA,IL,,1273.06,USD,853.88,USD,811.1,USD,1044.39,USD,,employees
Dover Corporation,19,2012,Industrial Machinery,,USA,IL,Downers Grove,,USD,8501.9,USD,,USD,,USD,,employees
Duke Energy,11,2023,Utilities: Gas and Electric,Energy,USA,NC,Charlotte,74344.0,USD,28784.0,USD,2550.0,USD,178086.0,USD,27859.0,employees
Duke Energy,11,2022,Utilities: Gas and Electric,Energy,USA,NC,Charlotte,85967.0,USD,24677.0,USD,3908.0,USD,169587.0,USD,27605.0,employees
Duke Energy,11,2021,Utilities: Gas and Electric,Energy,USA,NC,Charlotte,74253.0,USD,23453.0,USD,1377.0,USD,162388.0,USD,27535.0,employees
Duke Energy Corporation,15,2014,Utilities: Gas and Electric,,USA,NC,,50313.0,USD,24598.0,USD,2665.0,USD,114779.0,USD,,employees
Duke Energy Corporation,15,2013,Utilities: Gas and Electric,,USA,NC,,5115.08,USD,196.24,USD,1768.0,USD,1138.56,USD,,employees
Duke Energy Corporation,15,2012,Utilities: Gas and Electric,,USA,NC,Charlotte,,USD,14529.0,USD,,USD,,USD,,employees
EMC Corporation,17,2014,Computer Peripherals,,USA,MA,,55522.0,USD,23222.0,USD,2889.0,USD,45849.0,USD,,employees
EMC Corporation,17,2013,Computer Peripherals,,USA,MA,,5027.48,USD,2171.39,USD,2732.6,USD,3806.87,USD,,employees
EMC Corporation,17,2012,Computer Peripherals,,USA,MA,Hopkinton,,USD,20007.6,USD,,USD,,USD,,employees
EOG Resources,9,2023,"Mining, Crude-Oil Production",Energy,USA,TX,Houston,67371.0,USD,25702.0,USD,7759.0,USD,41371.0,USD,2850.0,employees
EOG Resources,9,2022,"Mining, Crude-Oil Production",Energy,USA,TX,Houston,69796.0,USD,18642.0,USD,4664.0,USD,38236.0,USD,2800.0,employees
EOG Resources,9,2021,"Mining, Crude-Oil Production",Energy,USA,TX,Houston,42332.0,USD,11032.0,USD,605.0,USD,35805.0,USD,2900.0,employees
Eastman Chemical,12,2023,Chemicals,Chemicals,USA,TN,Kingsport,10048.0,USD,10580.0,USD,793.0,USD,14667.0,USD,14500.0,employees
Eastman Chemical,12,2022,Chemicals,Chemicals,USA,TN,Kingsport,14450.0,USD,10476.0,USD,857.0,USD,15519.0,USD,14000.0,employees
Eastman Chemical,12,2021,Chemicals,Chemicals,USA,TN,Kingsport,15033.0,USD,8473.0,USD,478.0,USD,16083.0,USD,14500.0,employees
Eastman Chemical Company,16,2014,Chemicals,,USA,TN,,13144.0,USD,9350.0,USD,1165.0,USD,11845.0,USD,,employees
Eastman Chemical Company,16,2013,Chemicals,,USA,TN,,1075.69,USD,81.02,USD,437.0,USD,116.19,USD,,employees
Eastman Chemical Company,16,2012,Chemicals,,USA,TN,Kingsport,,USD,7283.0,USD,,USD,,USD,,employees
Eastman Kodak Company,17,2012,"Scientific, Photographic and Control Equipment",,USA,NY,Rochester,,USD,6022.0,USD,,USD,,USD,,employees
Eastman Kodak Company,17,2011,"Scientific, Photographic and Control Equipment",,USA,NY,Rochester,,USD,7187.0,USD,,USD,,USD,,employees
Eastman Kodak Company,17,2010,"Scientific, Photographic and Control Equipment",,USA,NY,Rochester,,USD,7606.0,USD,,USD,,USD,,employees
Eaton Corporation,17,2012,Industrial Machinery,,USA,OH,Cleveland,,USD,16049.0,USD,,USD,,USD,,employees
Eaton Corporation,17,2011,Industrial Machinery,,USA,OH,Cleveland,,USD,13715.0,USD,,USD,,USD,,employees
Eaton Corporation,17,2010,Industrial Machinery,,USA,OH,Cleveland,,USD,11873.0,USD,,USD,,USD,,employees
Ecolab,9,2023,Chemicals,Chemicals,USA,MN,St. Paul,47121.0,USD,14188.0,USD,1092.0,USD,21464.0,USD,47000.0,employees
Ecolab,9,2022,Chemicals,Chemicals,USA,MN,St. Paul,50548.0,USD,12733.0,USD,1130.0,USD,21206.0,USD,47000.0,employees
Ecolab,9,2021,Chemicals,Chemicals,USA,MN,St. Paul,61241.0,USD,12749.0,USD,1205.0,USD,18126.0,USD,44000.0,employees
Ecolab Inc.,12,2014,Chemicals,,USA,MN,,32479.0,USD,13253.0,USD,968.0,USD,19637.0,USD,,employees
Ecolab Inc.,12,2013,Chemicals,,USA,MN,,2364.95,USD,1183.87,USD,703.6,USD,1757.23,USD,,employees
Ecolab Inc.,12,2012,Chemicals,,USA,MN,St. Paul,,USD,6798.5,USD,,USD,,USD,,employees
Edison International,28,2023,Utilities: Gas and Electric,Energy,USA,CA,Rosemead,27010.0,USD,17220.0,USD,612.0,USD,78041.0,USD,13110.0,employees
Edison International,28,2022,Utilities: Gas and Electric,Energy,USA,CA,Rosemead,26694.0,USD,14905.0,USD,759.0,USD,74745.0,USD,13003.0,employees
Edison International,28,2021,Utilities: Gas and Electric,Energy,USA,CA,Rosemead,22229.0,USD,13578.0,USD,739.0,USD,69372.0,USD,13209.0,employees
El Paso Corporation,11,2012,Pipelines,,USA,TX,Houston,,USD,4860.0,USD,,USD,,USD,,employees
El Paso Corporation,11,2011,Pipelines,,USA,TX,Houston,,USD,4616.0,USD,,USD,,USD,,employees
El Paso Corporation,11,2010,Pipelines,,USA,TX,Houston,,USD,4631.0,USD,,USD,,USD,,employees
Eli Lilly and Company,13,2014,Pharmaceuticals,,USA,IN,,65906.0,USD,23113.0,USD,4685.0,USD,35249.0,USD,,employees
Eli Lilly and Company,13,2013,Pharmaceuticals,,USA,IN,,6442.32,USD,2260.34,USD,4088.6,USD,3439.89,USD,,employees
Eli Lilly and Company,13,2012,Pharmaceuticals,,USA,IN,Indianapolis,,USD,24286.5,USD,,USD,,USD,,employees
"Emcor Group, Inc.",10,2010,Engineering & Construction,,USA,CT,Norwalk,,USD,5547.9,USD,,USD,,USD,,employees
"Emcor Group, Inc.",10,2009,Engineering & Construction,,USA,CT,Norwalk,,USD,6785.2,USD,,USD,,USD,,employees
"Emcor Group, Inc.",10,2008,Engineering & Construction,,USA,CT,Norwalk,,USD,6006.2,USD,,USD,,USD,,employees
Emerson Electric,9,2023,Industrial Machinery,Industrials,USA,MO,St. Louis,49792.0,USD,19629.0,USD,3231.0,USD,35672.0,USD,85500.0,employees
Emerson Electric,9,2022,Industrial Machinery,Industrials,USA,MO,St. Louis,58242.0,USD,18236.0,USD,2303.0,USD,24715.0,USD,86700.0,employees
Emerson Electric,9,2021,Industrial Machinery,Industrials,USA,MO,St. Louis,54135.0,USD,16785.0,USD,1965.0,USD,22882.0,USD,83500.0,employees
Emerson Electric Co.,18,2014,"Electronics, Electrical Equipment",,USA,MO,,46959.0,USD,24669.0,USD,2004.0,USD,24711.0,USD,,employees
Emerson Electric Co.,18,2013,"Electronics, Electrical Equipment",,USA,MO,,4034.22,USD,245.07,USD,1968.0,USD,238.18,USD,,employees
Emerson Electric Co.,18,2012,"Electronics, Electrical Equipment",,USA,MO,St. Louis,,USD,24234.0,USD,,USD,,USD,,employees
"Enbridge Energy Partners, L.P.",9,2013,Pipelines,,USA,TX,,766.18,USD,670.61,USD,493.1,USD,1279.68,USD,,employees
"Enbridge Energy Partners, L.P.",9,2012,Pipelines,,USA,TX,Houston,,USD,9109.8,USD,,USD,,USD,,employees
"Enbridge Energy Partners, L.P.",9,2011,Pipelines,,USA,TX,Houston,,USD,7736.1,USD,,USD,,USD,,employees
Engelhard Corporation,11,2006,Chemicals,,USA,NJ,,,USD,4618.1,USD,,USD,,USD,,employees
Engelhard Corporation,11,2005,Chemicals,,USA,NJ,,,USD,4166.4,USD,,USD,,USD,,employees
Engelhard Corporation,11,2004,Chemicals,,USA,NJ,,,USD,3714.5,USD,,USD,,USD,,employees
Entergy Corporation,19,2014,Utilities: Gas and Electric,,USA,LA,,11937.0,USD,11391.0,USD,712.0,USD,43406.0,USD,,employees
Entergy Corporation,19,2013,Utilities: Gas and Electric,,USA,LA,,1126.26,USD,1030.21,USD,846.7,USD,4320.25,USD,,employees
Entergy Corporation,19,2012,Utilities: Gas and Electric,,USA,LA,New Orleans,,USD,11229.1,USD,,USD,,USD,,employees
Erie Insurance Group,20,2023,Insurance: Property and Casualty (Mutual),Financials,USA,PA,Erie,,USD,9296.0,USD,577.0,USD,26598.0,USD,5997.0,employees
Erie Insurance Group,20,2022,Insurance: Property and Casualty (Mutual),Financials,USA,PA,Erie,,USD,9620.0,USD,1130.0,USD,27297.0,USD,5805.0,employees
Erie Insurance Group,20,2021,Insurance: Property and Casualty (Mutual),Financials,USA,PA,Erie,,USD,8666.0,USD,1173.0,USD,25381.0,USD,5849.0,employees
Estee Lauder,10,2023,Household and Personal Products,Household Products,USA,NY,New York,88041.0,USD,17737.0,USD,2390.0,USD,20910.0,USD,53865.0,employees
Estee Lauder,10,2022,Household and Personal Products,Household Products,USA,NY,New York,97672.0,USD,16215.0,USD,2870.0,USD,21971.0,USD,53320.0,employees
Estee Lauder,10,2021,Household and Personal Products,Household Products,USA,NY,New York,105509.0,USD,14294.0,USD,684.0,USD,17781.0,USD,48000.0,employees
Eversource Energy,9,2023,Utilities: Gas and Electric,Energy,USA,MA,Springfield,27287.0,USD,12289.0,USD,1405.0,USD,53231.0,USD,9626.0,employees
Eversource Energy,9,2022,Utilities: Gas and Electric,Energy,USA,MA,Springfield,30403.0,USD,9863.0,USD,1221.0,USD,48492.0,USD,9227.0,employees
Eversource Energy,9,2021,Utilities: Gas and Electric,Energy,USA,MA,Springfield,29728.0,USD,8904.0,USD,1205.0,USD,46100.0,USD,9299.0,employees
Exelon Corporation,14,2014,Utilities: Gas and Electric,,USA,IL,,28775.0,USD,24888.0,USD,1719.0,USD,79924.0,USD,,employees
Exelon Corporation,14,2013,Utilities: Gas and Electric,,USA,IL,,2948.11,USD,234.89,USD,1160.0,USD,785.54,USD,,employees
Exelon Corporation,14,2012,Utilities: Gas and Electric,,USA,IL,Chicago,,USD,18924.0,USD,,USD,,USD,,employees
Exxon Mobil,10,2023,Petroleum Refining,Energy,USA,TX,Irving,446424.0,USD,413680.0,USD,55740.0,USD,369067.0,USD,62000.0,employees
Exxon Mobil,10,2022,Petroleum Refining,Energy,USA,TX,Irving,349652.0,USD,285640.0,USD,23040.0,USD,338923.0,USD,63000.0,employees
Exxon Mobil,10,2021,Petroleum Refining,Energy,USA,TX,Irving,236355.0,USD,181502.0,USD,22440.0,USD,332750.0,USD,72000.0,employees
Exxon Mobil Corporation,14,2013,Petroleum Refining,,USA,TX,,403733.3,USD,449886.0,USD,44880.0,USD,333795.0,USD,,employees
Exxon Mobil Corporation,14,2012,Petroleum Refining,,USA,TX,Irving,,USD,452926.0,USD,,USD,,USD,,employees
Exxon Mobil Corporation,14,2011,Petroleum Refining,,USA,TX,Irving,,USD,354674.0,USD,,USD,,USD,,employees
"FPL Group, Inc.",15,2010,Utilities: Gas and Electric,,USA,FL,Juno Beach,,USD,15643.0,USD,,USD,,USD,,employees
"FPL Group, Inc.",15,2009,Utilities: Gas and Electric,,USA,FL,Juno Beach,,USD,16410.0,USD,,USD,,USD,,employees
"FPL Group, Inc.",15,2008,Utilities: Gas and Electric,,USA,FL,Juno Beach,,USD,15263.0,USD,,USD,,USD,,employees
"Family Dollar Stores, Inc.",13,2014,General Merchandisers,,USA,NC,,6599.0,USD,10392.0,USD,444.0,USD,3710.0,USD,,employees
"Family Dollar Stores, Inc.",13,2013,General Merchandisers,,USA,NC,,683.83,USD,93.31,USD,422.2,USD,337.31,USD,,employees
"Family Dollar Stores, Inc.",13,2012,General Merchandisers,,USA,NC,Matthews,,USD,8547.8,USD,,USD,,USD,,employees
Fannie Mae,24,2023,Diversified Financials,Financials,USA,DC,Washington,475.0,USD,121596.0,USD,12923.0,USD,4305288.0,USD,8000.0,employees
Fannie Mae,24,2022,Diversified Financials,Financials,USA,DC,Washington,909.0,USD,101543.0,USD,22176.0,USD,4229166.0,USD,7400.0,employees
Fannie Mae,24,2021,Diversified Financials,Financials,USA,DC,Washington,2397.0,USD,106437.0,USD,11805.0,USD,3985749.0,USD,7700.0,employees
"Farmland Industries, Inc.",9,2004,Food Production,,USA,MO,,,USD,6703.1,USD,,USD,,USD,,employees
"Farmland Industries, Inc.",9,2003,Food Production,,USA,MO,,,USD,7580.2,USD,,USD,,USD,,employees
"Farmland Industries, Inc.",9,2002,Food Production,,USA,MO,,,USD,11763.4,USD,,USD,,USD,,employees
FedEx,9,2023,"Mail, Package, and Freight Delivery",Transportation,USA,TN,Memphis,57431.0,USD,93512.0,USD,3826.0,USD,85994.0,USD,464400.0,employees
FedEx,9,2022,"Mail, Package, and Freight Delivery",Transportation,USA,TN,Memphis,59971.0,USD,83959.0,USD,5231.0,USD,82777.0,USD,484000.0,employees
FedEx,9,2021,"Mail, Package, and Freight Delivery",Transportation,USA,TN,Memphis,75368.0,USD,69217.0,USD,1286.0,USD,73537.0,USD,418000.0,employees
FedEx Corporation,15,2014,"Mail, Package, and Freight Delivery",,USA,TN,,39173.0,USD,44287.0,USD,1561.0,USD,33567.0,USD,,employees
FedEx Corporation,15,2013,"Mail, Package, and Freight Delivery",,USA,TN,,31116.5,USD,42680.0,USD,2032.0,USD,29903.0,USD,,employees
FedEx Corporation,15,2012,"Mail, Package, and Freight Delivery",,USA,TN,Memphis,,USD,39304.0,USD,,USD,,USD,,employees
Federal-Mogul Corporation,10,2008,Motor Vehicles & Parts,,USA,MI,Southfield,,USD,6913.9,USD,,USD,,USD,,employees
Federal-Mogul Corporation,10,2007,Motor Vehicles & Parts,,USA,MI,Southfield,,USD,6326.4,USD,,USD,,USD,,employees
Federal-Mogul Corporation,10,2006,Motor Vehicles & Parts,,USA,MI,,,USD,6286.0,USD,,USD,,USD,,employees
"Fidelity National Financial, Inc.",12,2014,Insurance: Property and Casualty (Stock),,USA,FL,,8687.0,USD,8573.0,USD,402.0,USD,10524.0,USD,,employees
"Fidelity National Financial, Inc.",12,2013,Insurance: Property and Casualty (Stock),,USA,FL,,576.75,USD,732.61,USD,606.5,USD,990.26,USD,,employees
"Fidelity National Financial, Inc.",12,2012,Insurance: Property and Casualty (Stock),,USA,FL,Jacksonville,,USD,5153.7,USD,,USD,,USD,,employees
Fifth Third Bancorp,24,2023,Commercial Banks,Financials,USA,OH,Cincinnati,18143.0,USD,9353.0,USD,2446.0,USD,207452.0,USD,19319.0,employees
Fifth Third Bancorp,24,2022,Commercial Banks,Financials,USA,OH,Cincinnati,29511.0,USD,8329.0,USD,2770.0,USD,211116.0,USD,19112.0,employees
Fifth Third Bancorp,24,2021,Commercial Banks,Financials,USA,OH,Cincinnati,26629.0,USD,8402.0,USD,1427.0,USD,204680.0,USD,19872.0,employees
First Data Corporation,19,2014,Financial Data Services,,USA,GA,,,USD,10809.0,USD,-869.0,USD,35240.0,USD,,employees
First Data Corporation,19,2013,Financial Data Services,,USA,GA,,,USD,1068.03,USD,-700.9,USD,378.99,USD,,employees
First Data Corporation,19,2012,Financial Data Services,,USA,GA,Atlanta,,USD,10713.6,USD,,USD,,USD,,employees
FirstEnergy Corp.,10,2014,Utilities: Gas and Electric,,USA,OH,,14249.0,USD,14950.0,USD,392.0,USD,50424.0,USD,,employees
FirstEnergy Corp.,10,2013,Utilities: Gas and Electric,,USA,OH,,1764.87,USD,153.03,USD,770.0,USD,504.06,USD,,employees
FirstEnergy Corp.,10,2012,Utilities: Gas and Electric,,USA,OH,Akron,,USD,16258.0,USD,,USD,,USD,,employees
Fluor,11,2023,Engineering & Construction,Engineering & Construction,USA,TX,Irving,4392.0,USD,13744.0,USD,145.0,USD,6827.0,USD,39576.0,employees
Fluor,11,2022,Engineering & Construction,Engineering & Construction,USA,TX,Irving,4052.0,USD,14157.0,USD,440.0,USD,7280.0,USD,40582.0,employees
Fluor,11,2021,Engineering & Construction,Engineering & Construction,USA,TX,Irving,3252.0,USD,15884.0,USD,435.0,USD,7310.0,USD,43717.0,employees
Fluor Corporation,17,2014,Engineering & Construction,,USA,TX,,12463.0,USD,27352.0,USD,668.0,USD,8324.0,USD,,employees
Fluor Corporation,17,2013,Engineering & Construction,,USA,TX,,1077.92,USD,2757.71,USD,456.3,USD,82.76,USD,,employees
Fluor Corporation,17,2012,Engineering & Construction,,USA,TX,Irving,,USD,23381.4,USD,,USD,,USD,,employees
Foot Locker,9,2023,Specialty Retailers: Apparel,Retailing,USA,NY,New York,3708.0,USD,8759.0,USD,342.0,USD,7907.0,USD,31040.0,employees
Foot Locker,9,2022,Specialty Retailers: Apparel,Retailing,USA,NY,New York,2850.0,USD,8958.0,USD,893.0,USD,8135.0,USD,33244.0,employees
Foot Locker,9,2021,Specialty Retailers: Apparel,Retailing,USA,NY,New York,5809.0,USD,7548.0,USD,323.0,USD,7043.0,USD,33522.0,employees
"Foot Locker, Inc.",13,2014,Specialty Retailers: Apparel,,USA,NY,,6842.0,USD,6505.0,USD,429.0,USD,3487.0,USD,,employees
"Foot Locker, Inc.",13,2013,Specialty Retailers: Apparel,,USA,NY,,514.04,USD,61.82,USD,397.0,USD,33.67,USD,,employees
"Foot Locker, Inc.",13,2012,Specialty Retailers: Apparel,,USA,NY,New York,,USD,5623.0,USD,,USD,,USD,,employees
