name,num_years,year,industry,sector,country,headquarters_state,headquarters_city,market_value_mil,market_value_currency,revenue_mil,revenue_currency,profit_mil,profit_currency,asset_mil,asset_currency,employees,employees_metric
AES,9,2023,Utilities: Gas and Electric,Energy,USA,VA,Arlington,16110.0,USD,12617.0,USD,546.0,USD,38363.0,USD,9100.0,employees
AES,9,2022,Utilities: Gas and Electric,Energy,USA,VA,Arlington,17172.0,USD,11141.0,USD,409.0,USD,32963.0,USD,8450.0,employees
AES,9,2021,Utilities: Gas and Electric,Energy,USA,VA,Arlington,18180.0,USD,9660.0,USD,46.0,USD,34603.0,USD,8162.0,employees
AGCO Corporation,13,2014,Construction and Farm Machinery,,USA,GA,,5167.0,USD,10787.0,USD,597.0,USD,8439.0,USD,,employees
AGCO Corporation,13,2013,Construction and Farm Machinery,,USA,GA,,505.75,USD,996.22,USD,522.1,USD,772.18,USD,,employees
AGCO Corporation,13,2012,Construction and Farm Machinery,,USA,GA,Duluth,,USD,8773.2,USD,,USD,,USD,,employees
AK Steel Holding Corporation,13,2014,Metals,,USA,OH,,9869.0,USD,5570.0,USD,-47.0,USD,3606.0,USD,,employees
AK Steel Holding Corporation,13,2013,Metals,,USA,OH,,45.11,USD,593.37,USD,-1027.3,USD,390.31,USD,,employees
AK Steel Holding Corporation,13,2012,Metals,,USA,OH,West Chester,,USD,6468.0,USD,,USD,,USD,,employees
ALLTEL Corporation,13,2008,Telecommunications,,USA,AR,Little Rock,,USD,8811.3,USD,,USD,,USD,,employees
ALLTEL Corporation,13,2007,Telecommunications,,USA,AR,Little Rock,,USD,9723.3,USD,,USD,,USD,,employees
ALLTEL Corporation,13,2006,Telecommunications,,USA,AR,,,USD,9487.0,USD,,USD,,USD,,employees
AMR Corporation,18,2013,Airlines,,USA,TX,,139.14,USD,248.55,USD,-1876.0,USD,235.1,USD,,employees
AMR Corporation,18,2012,Airlines,,USA,TX,Fort Worth,,USD,23979.0,USD,,USD,,USD,,employees
AMR Corporation,18,2011,Airlines,,USA,TX,Fort Worth,,USD,22170.0,USD,,USD,,USD,,employees
AT&T,12,2023,Telecommunications,Telecommunications,USA,TX,Dallas,137250.0,USD,120741.0,USD,8524.0,USD,402853.0,USD,160700.0,employees
AT&T,12,2022,Telecommunications,Telecommunications,USA,TX,Dallas,169262.0,USD,168864.0,USD,20081.0,USD,551622.0,USD,202600.0,employees
AT&T,12,2021,Telecommunications,Telecommunications,USA,TX,Dallas,215879.0,USD,171760.0,USD,5176.0,USD,525761.0,USD,230760.0,employees
Abbott Laboratories,28,2023,Medical Products and Equipment,Health Care,USA,IL,Abbott Park,175984.0,USD,43653.0,USD,6933.0,USD,74438.0,USD,115000.0,employees
Abbott Laboratories,28,2022,Medical Products and Equipment,Health Care,USA,IL,Abbott Park,208726.0,USD,43075.0,USD,7071.0,USD,75196.0,USD,113000.0,employees
Abbott Laboratories,28,2021,Medical Products and Equipment,Health Care,USA,IL,Abbott Park,212300.0,USD,34608.0,USD,4495.0,USD,72548.0,USD,109000.0,employees
"Advance Auto Parts, Inc.",12,2014,Specialty Retailers: Other,,USA,VA,,9225.0,USD,6494.0,USD,392.0,USD,5565.0,USD,,employees
"Advance Auto Parts, Inc.",12,2013,Specialty Retailers: Other,,USA,VA,,608.76,USD,62.05,USD,387.7,USD,461.38,USD,,employees
"Advance Auto Parts, Inc.",12,2012,Specialty Retailers: Other,,USA,VA,Roanoke,,USD,6170.5,USD,,USD,,USD,,employees
"Advanced Micro Devices, Inc.",14,2014,Semiconductors and Other Electronic Components,,USA,CA,,3053.0,USD,5299.0,USD,-83.0,USD,4337.0,USD,,employees
"Advanced Micro Devices, Inc.",14,2013,Semiconductors and Other Electronic Components,,USA,CA,,182.09,USD,54.22,USD,-1183.0,USD,40.0,USD,,employees
"Advanced Micro Devices, Inc.",14,2012,Semiconductors and Other Electronic Components,,USA,CA,Sunnyvale,,USD,6568.0,USD,,USD,,USD,,employees
Aetna Inc.,12,2014,Health Care: Insurance and Managed Care,,USA,CT,,27191.0,USD,47295.0,USD,1914.0,USD,49872.0,USD,,employees
Aetna Inc.,12,2013,Health Care: Insurance and Managed Care,,USA,CT,,16770.6,USD,36595.9,USD,1657.9,USD,41494.5,USD,,employees
Aetna Inc.,12,2012,Health Care: Insurance and Managed Care,,USA,CT,Hartford,,USD,33779.8,USD,,USD,,USD,,employees
Aflac,9,2023,"Insurance: Life, Health (Stock)",Financials,USA,GA,Columbus,39467.0,USD,19502.0,USD,4201.0,USD,131017.0,USD,12882.0,employees
Aflac,9,2022,"Insurance: Life, Health (Stock)",Financials,USA,GA,Columbus,41813.0,USD,22106.0,USD,4325.0,USD,157542.0,USD,12447.0,employees
Aflac,9,2021,"Insurance: Life, Health (Stock)",Financials,USA,GA,Columbus,35191.0,USD,22147.0,USD,4778.0,USD,165086.0,USD,12003.0,employees
Air Products & Chemicals,13,2023,Chemicals,Chemicals,USA,PA,Allentown,63784.0,USD,12699.0,USD,2256.0,USD,27193.0,USD,20805.0,employees
Air Products & Chemicals,13,2022,Chemicals,Chemicals,USA,PA,Allentown,55409.0,USD,10323.0,USD,2099.0,USD,26859.0,USD,20750.0,employees
Air Products & Chemicals,13,2021,Chemicals,Chemicals,USA,PA,Allentown,62254.0,USD,8856.0,USD,1887.0,USD,25169.0,USD,19138.0,employees
"Air Products & Chemicals, Inc.",9,2014,Chemicals,,USA,PA,,25197.0,USD,10233.0,USD,994.0,USD,17850.0,USD,,employees
"Air Products & Chemicals, Inc.",9,2013,Chemicals,,USA,PA,,1808.83,USD,986.97,USD,1167.3,USD,1694.18,USD,,employees
"Air Products & Chemicals, Inc.",9,2012,Chemicals,,USA,PA,Allentown,,USD,10082.0,USD,,USD,,USD,,employees
Alcoa,10,2023,Metals,Materials,USA,PA,Pittsburgh,7591.0,USD,12451.0,USD,123.0,USD,14756.0,USD,13100.0,employees
Alcoa,10,2022,Metals,Materials,USA,PA,Pittsburgh,16603.0,USD,12152.0,USD,429.0,USD,15025.0,USD,12200.0,employees
Alcoa,10,2021,Metals,Materials,USA,PA,Pittsburgh,6054.0,USD,9286.0,USD,170.0,USD,14860.0,USD,12900.0,employees
"Alcoa, Inc.",13,2011,Metals,,USA,NY,New York,,USD,21013.0,USD,,USD,,USD,,employees
"Alcoa, Inc.",13,2010,Metals,,USA,NY,New York,,USD,18745.0,USD,,USD,,USD,,employees
"Alcoa, Inc.",13,2009,Metals,,USA,NY,New York,,USD,28119.0,USD,,USD,,USD,,employees
"Altria Group, Inc.",12,2014,Tobacco,,USA,VA,,74592.0,USD,17663.0,USD,4535.0,USD,34859.0,USD,,employees
"Altria Group, Inc.",12,2013,Tobacco,,USA,VA,,6911.89,USD,175.0,USD,4180.0,USD,353.29,USD,,employees
"Altria Group, Inc.",12,2012,Tobacco,,USA,VA,Richmond,,USD,16619.0,USD,,USD,,USD,,employees
Amerada Hess Corporation,11,2006,Petroleum Refining,,USA,NY,,,USD,23255.0,USD,,USD,,USD,,employees
Amerada Hess Corporation,11,2005,Petroleum Refining,,USA,NY,,,USD,17126.0,USD,,USD,,USD,,employees
Amerada Hess Corporation,11,2004,Petroleum Refining,,USA,NY,,,USD,14408.0,USD,,USD,,USD,,employees
Ameren Corporation,17,2014,Utilities: Gas and Electric,,USA,MO,,9996.0,USD,6875.0,USD,289.0,USD,21042.0,USD,,employees
Ameren Corporation,17,2013,Utilities: Gas and Electric,,USA,MO,,849.71,USD,68.28,USD,-974.0,USD,218.35,USD,,employees
Ameren Corporation,17,2012,Utilities: Gas and Electric,,USA,MO,St. Louis,,USD,7531.0,USD,,USD,,USD,,employees
American Airlines Group,9,2023,Airlines,Transportation,USA,TX,Fort Worth,9629.0,USD,48971.0,USD,127.0,USD,64716.0,USD,129700.0,employees
American Airlines Group,9,2022,Airlines,Transportation,USA,TX,Fort Worth,11847.0,USD,29882.0,USD,1993.0,USD,66467.0,USD,123400.0,employees
American Airlines Group,9,2021,Airlines,Transportation,USA,TX,Fort Worth,15329.0,USD,17337.0,USD,8885.0,USD,62008.0,USD,102700.0,employees
"American Electric Power Company, Inc.",16,2014,Utilities: Gas and Electric,,USA,OH,,24710.0,USD,15357.0,USD,1480.0,USD,56414.0,USD,,employees
"American Electric Power Company, Inc.",16,2013,Utilities: Gas and Electric,,USA,OH,,2361.81,USD,149.45,USD,1259.0,USD,543.67,USD,,employees
"American Electric Power Company, Inc.",16,2012,Energy,,USA,OH,Columbus,,USD,15116.0,USD,,USD,,USD,,employees
American Express,9,2023,Diversified Financials,Financials,USA,NY,New York,122734.0,USD,55625.0,USD,7514.0,USD,228354.0,USD,77300.0,employees
American Express,9,2022,Diversified Financials,Financials,USA,NY,New York,141613.0,USD,43663.0,USD,8060.0,USD,188548.0,USD,64000.0,employees
American Express,9,2021,Diversified Financials,Financials,USA,NY,New York,113636.0,USD,38185.0,USD,3135.0,USD,191367.0,USD,63700.0,employees
American Express Company,19,2014,Commercial Banks,,USA,NY,,95663.0,USD,34932.0,USD,5359.0,USD,153375.0,USD,,employees
American Express Company,19,2013,Commercial Banks,,USA,NY,,74519.8,USD,33808.0,USD,4482.0,USD,153140.0,USD,,employees
American Express Company,19,2012,Commercial Banks,,USA,NY,New York,,USD,32282.0,USD,,USD,,USD,,employees
American Family Ins. Group,11,2014,Insurance: Property and Casualty (Stock),,USA,WI,,,USD,6954.0,USD,379.0,USD,19490.0,USD,,employees
American Family Ins. Group,11,2013,Insurance: Property and Casualty (Stock),,USA,WI,,,USD,645.68,USD,360.5,USD,1793.73,USD,,employees
American Family Ins. Group,11,2012,Insurance: Property and Casualty (Stock),,USA,WI,Madison,,USD,6400.2,USD,,USD,,USD,,employees
American Family Insurance Group,10,2023,Insurance: Property and Casualty (Stock),Financials,USA,WI,Madison,,USD,13814.0,USD,1904.0,USD,36088.0,USD,12990.0,employees
American Family Insurance Group,10,2022,Insurance: Property and Casualty (Stock),Financials,USA,WI,Madison,,USD,14612.0,USD,735.0,USD,36316.0,USD,13590.0,employees
American Family Insurance Group,10,2021,Insurance: Property and Casualty (Stock),Financials,USA,WI,Madison,,USD,13075.0,USD,403.0,USD,33942.0,USD,13225.0,employees
"American Financial Group, Inc.",13,2014,Insurance: Property and Casualty (Stock),,USA,OH,,5168.0,USD,5092.0,USD,471.0,USD,42087.0,USD,,employees
"American Financial Group, Inc.",13,2013,Insurance: Property and Casualty (Stock),,USA,OH,,422.37,USD,50.62,USD,488.0,USD,391.71,USD,,employees
"American Financial Group, Inc.",13,2011,Insurance: Property and Casualty (Stock),,USA,OH,Cincinnati,,USD,4497.0,USD,,USD,,USD,,employees
"American International Group,Inc.",17,2012,Insurance: Property and Casualty (Stock),,USA,NY,New York,,USD,71730.0,USD,,USD,,USD,,employees
"American International Group,Inc.",17,2011,Insurance: Property and Casualty (Stock),,USA,NY,New York,,USD,104417.0,USD,,USD,,USD,,employees
"American International Group,Inc.",17,2010,Insurance: Property and Casualty (Stock),,USA,NY,New York,,USD,103189.0,USD,,USD,,USD,,employees
"American Standard Companies, Inc.",11,2007,Industrial and Farm Equipment,,USA,NJ,Piscataway,,USD,11208.2,USD,,USD,,USD,,employees
"American Standard Companies, Inc.",11,2006,Industrial and Farm Equipment,,USA,NJ,,,USD,10264.4,USD,,USD,,USD,,employees
"American Standard Companies, Inc.",11,2005,Industrial and Farm Equipment,,USA,NJ,,,USD,9508.8,USD,,USD,,USD,,employees
AmerisourceBergen,10,2023,Wholesalers: Health Care,Health Care,USA,PA,Conshohocken,32384.0,USD,238587.0,USD,1699.0,USD,56561.0,USD,41500.0,employees
AmerisourceBergen,10,2022,Wholesalers: Health Care,Health Care,USA,PA,Conshohocken,32356.0,USD,213989.0,USD,1540.0,USD,57338.0,USD,40000.0,employees
AmerisourceBergen,10,2021,Wholesalers: Health Care,Health Care,USA,PA,Chesterbrook,24170.0,USD,189894.0,USD,3409.0,USD,44275.0,USD,21500.0,employees
AmerisourceBergen Corp.,12,2013,Wholesalers: Health Care,,USA,PA,,11842.4,USD,79720.5,USD,719.0,USD,15444.1,USD,,employees
AmerisourceBergen Corp.,12,2012,Wholesalers: Health Care,,USA,PA,Chesterbrook,,USD,80217.6,USD,,USD,,USD,,employees
AmerisourceBergen Corp.,12,2011,Wholesalers: Health Care,,USA,PA,Chesterbrook,,USD,77954.0,USD,,USD,,USD,,employees
Amgen,10,2023,Pharmaceuticals,Health Care,USA,CA,Thousand Oaks,129089.0,USD,26323.0,USD,6552.0,USD,65121.0,USD,25200.0,employees
Amgen,10,2022,Pharmaceuticals,Health Care,USA,CA,Thousand Oaks,134701.0,USD,25979.0,USD,5893.0,USD,61165.0,USD,24200.0,employees
Amgen,10,2021,Pharmaceuticals,Health Care,USA,CA,Thousand Oaks,143704.0,USD,25424.0,USD,7264.0,USD,62948.0,USD,24300.0,employees
Anadarko Petroleum Corp.,10,2010,"Mining, Crude-Oil Production",,USA,TX,The Woodlands,,USD,9000.0,USD,,USD,,USD,,employees
Anadarko Petroleum Corp.,10,2009,"Mining, Crude-Oil Production",,USA,TX,The Woodlands,,USD,15723.0,USD,,USD,,USD,,employees
Anadarko Petroleum Corp.,10,2008,"Mining, Crude-Oil Production",,USA,TX,The Woodlands,,USD,15916.0,USD,,USD,,USD,,employees
"Anheuser-Busch Companies, Inc.",12,2008,Beverages,,USA,MO,St. Louis,,USD,16685.7,USD,,USD,,USD,,employees
"Anheuser-Busch Companies, Inc.",12,2007,Beverages,,USA,MO,St. Louis,,USD,15717.1,USD,,USD,,USD,,employees
"Anheuser-Busch Companies, Inc.",12,2006,Beverages,,USA,MO,,,USD,15035.7,USD,,USD,,USD,,employees
Anixter International Inc.,12,2014,Wholesalers: Diversified,,USA,IL,,3305.0,USD,6227.0,USD,201.0,USD,2861.0,USD,,employees
Anixter International Inc.,12,2013,Wholesalers: Diversified,,USA,IL,,225.95,USD,625.31,USD,124.8,USD,308.96,USD,,employees
Anixter International Inc.,12,2012,Wholesalers: Diversified,,USA,IL,Glenview,,USD,6270.1,USD,,USD,,USD,,employees
Aon Corporation,17,2012,Diversified Financials,,USA,IL,Chicago,,USD,11287.0,USD,,USD,,USD,,employees
Aon Corporation,17,2011,Diversified Financials,,USA,IL,Chicago,,USD,8512.0,USD,,USD,,USD,,employees
Aon Corporation,17,2010,Diversified Financials,,USA,IL,Chicago,,USD,7595.0,USD,,USD,,USD,,employees
Apache Corporation,11,2014,"Mining, Crude-Oil Production",,USA,TX,,32664.0,USD,16054.0,USD,2232.0,USD,61637.0,USD,,employees
Apache Corporation,11,2013,"Mining, Crude-Oil Production",,USA,TX,,3022.81,USD,170.78,USD,2001.0,USD,607.37,USD,,employees
Apache Corporation,11,2012,"Mining, Crude-Oil Production",,USA,TX,Houston,,USD,16888.0,USD,,USD,,USD,,employees
Apple,10,2023,"Computers, Office Equipment",Technology,USA,CA,Cupertino,2609039.0,USD,394328.0,USD,99803.0,USD,352755.0,USD,164000.0,employees
Apple,10,2022,"Computers, Office Equipment",Technology,USA,CA,Cupertino,2849538.0,USD,365817.0,USD,94680.0,USD,351002.0,USD,154000.0,employees
Apple,10,2021,"Computers, Office Equipment",Technology,USA,CA,Cupertino,2050666.0,USD,274515.0,USD,57411.0,USD,323888.0,USD,147000.0,employees
"Apple Computer, Inc.",11,2006,"Computers, Office Equipment",,USA,CA,,,USD,13931.0,USD,,USD,,USD,,employees
"Apple Computer, Inc.",11,2005,"Computers, Office Equipment",,USA,CA,,,USD,8279.0,USD,,USD,,USD,,employees
"Apple Computer, Inc.",11,2004,"Computers, Office Equipment",,USA,CA,,,USD,6207.0,USD,,USD,,USD,,employees
"Applied Materials, Inc.",19,2014,Semiconductors and Other Electronic Components,,USA,CA,,24583.0,USD,7509.0,USD,256.0,USD,12043.0,USD,,employees
"Applied Materials, Inc.",19,2013,Semiconductors and Other Electronic Components,,USA,CA,,1617.66,USD,87.19,USD,109.0,USD,121.02,USD,,employees
"Applied Materials, Inc.",19,2012,Semiconductors and Other Electronic Components,,USA,CA,Santa Clara,,USD,10517.0,USD,,USD,,USD,,employees
Aramark Corporation,12,2013,Diversified Outsourcing Services,,USA,PA,,,USD,1350.54,USD,138.2,USD,1047.63,USD,,employees
Aramark Corporation,12,2012,Diversified Outsourcing Services,,USA,PA,Philadelphia,,USD,13244.7,USD,,USD,,USD,,employees
Aramark Corporation,12,2011,Diversified Outsourcing Services,,USA,PA,Philadelphia,,USD,12571.7,USD,,USD,,USD,,employees
Archer Daniels Midland,10,2023,Food Production,"Food, Beverages & Tobacco",USA,IL,Chicago,43530.0,USD,101556.0,USD,4340.0,USD,59774.0,USD,41181.0,employees
Archer Daniels Midland,10,2022,Food Production,"Food, Beverages & Tobacco",USA,IL,Chicago,50769.0,USD,85249.0,USD,2709.0,USD,56136.0,USD,39979.0,employees
Archer Daniels Midland,10,2021,Food Production,"Food, Beverages & Tobacco",USA,IL,Chicago,31835.0,USD,64355.0,USD,1772.0,USD,49719.0,USD,38332.0,employees
Archer-Daniels-Midland Company,10,2013,Food Production,,USA,IL,,22214.3,USD,89038.0,USD,1223.0,USD,41553.0,USD,,employees
Archer-Daniels-Midland Company,10,2012,Food Production,,USA,IL,Decatur,,USD,80676.0,USD,,USD,,USD,,employees
Archer-Daniels-Midland Company,10,2011,Food Production,,USA,IL,Decatur,,USD,61682.0,USD,,USD,,USD,,employees
Arrow Electronics,15,2023,Wholesalers: Electronics and Office Equipment,Wholesalers,USA,CO,Centennial,7278.0,USD,37124.0,USD,1427.0,USD,21763.0,USD,22300.0,employees
Arrow Electronics,15,2022,Wholesalers: Electronics and Office Equipment,Wholesalers,USA,CO,Centennial,7951.0,USD,34477.0,USD,1108.0,USD,19536.0,USD,20700.0,employees
Arrow Electronics,15,2021,Wholesalers: Electronics and Office Equipment,Wholesalers,USA,CO,Centennial,8268.0,USD,28673.0,USD,584.0,USD,17054.0,USD,19600.0,employees
"Arrow Electronics, Inc",13,2014,Wholesalers: Electronics and Office Equipment,,USA,CO,,5933.0,USD,21357.0,USD,399.0,USD,12061.0,USD,,employees
"Arrow Electronics, Inc",13,2013,Wholesalers: Electronics and Office Equipment,,USA,CO,,430.63,USD,2040.51,USD,506.3,USD,1078.57,USD,,employees
"Arrow Electronics, Inc",13,2012,Wholesalers: Electronics and Office Equipment,,USA,CO,Englewood,,USD,21390.3,USD,,USD,,USD,,employees
"ArvinMeritor, Inc.",10,2010,Motor Vehicles & Parts,,USA,MI,Troy,,USD,4617.0,USD,,USD,,USD,,employees
"ArvinMeritor, Inc.",10,2009,Motor Vehicles & Parts,,USA,MI,Troy,,USD,7174.0,USD,,USD,,USD,,employees
"ArvinMeritor, Inc.",10,2008,Motor Vehicles & Parts,,USA,MI,Troy,,USD,8778.0,USD,,USD,,USD,,employees
Ashland Inc.,18,2014,Chemicals,,USA,KY,,7740.0,USD,7813.0,USD,683.0,USD,12088.0,USD,,employees
Ashland Inc.,18,2013,Chemicals,,USA,KY,,586.82,USD,82.06,USD,26.0,USD,125.24,USD,,employees
Ashland Inc.,18,2012,Chemicals,,USA,KY,Covington,,USD,8370.0,USD,,USD,,USD,,employees
"Assurant, Inc.",10,2014,Insurance: Property and Casualty (Stock),,USA,NY,,4653.0,USD,9048.0,USD,489.0,USD,29715.0,USD,,employees
"Assurant, Inc.",10,2013,Insurance: Property and Casualty (Stock),,USA,NY,,354.72,USD,850.83,USD,483.7,USD,2894.66,USD,,employees
"Assurant, Inc.",10,2012,Insurance: Property and Casualty (Stock),,USA,NY,New York,,USD,8272.8,USD,,USD,,USD,,employees
Auto-Owners Insurance Group,12,2014,Insurance: Property and Casualty (Mutual),,USA,MI,,,USD,6062.0,USD,579.0,USD,18232.0,USD,,employees
Auto-Owners Insurance Group,12,2013,Insurance: Property and Casualty (Mutual),,USA,MI,,,USD,574.77,USD,435.6,USD,1674.07,USD,,employees
Auto-Owners Insurance Group,12,2012,Insurance: Property and Casualty (Mutual),,USA,MI,Lansing,,USD,5709.5,USD,,USD,,USD,,employees
"AutoNation, Inc.",10,2014,"Automotive Retailing, Services",,USA,FL,,6338.0,USD,17518.0,USD,375.0,USD,7914.0,USD,,employees
"AutoNation, Inc.",10,2013,"Automotive Retailing, Services",,USA,FL,,529.32,USD,1566.88,USD,316.4,USD,72.03,USD,,employees
"AutoNation, Inc.",10,2012,"Automotive Retailing, Services",,USA,FL,Fort Lauderdale,,USD,13832.4,USD,,USD,,USD,,employees
"AutoZone, Inc.",16,2014,Specialty Retailers: Other,,USA,TN,,17845.0,USD,9148.0,USD,1017.0,USD,6892.0,USD,,employees
"AutoZone, Inc.",16,2013,Specialty Retailers: Other,,USA,TN,,1431.57,USD,860.39,USD,930.4,USD,626.56,USD,,employees
"AutoZone, Inc.",16,2012,Specialty Retailers: Other,,USA,TN,Memphis,,USD,8073.0,USD,,USD,,USD,,employees
Autoliv,9,2023,Motor Vehicles & Parts,Motor Vehicles & Parts,USA,MI,Auburn Hills,8013.0,USD,8842.0,USD,423.0,USD,7717.0,USD,65300.0,employees
Autoliv,9,2022,Motor Vehicles & Parts,Motor Vehicles & Parts,USA,MI,Auburn Hills,6691.0,USD,8230.0,USD,435.0,USD,7537.0,USD,58176.0,employees
Autoliv,9,2021,Motor Vehicles & Parts,Motor Vehicles & Parts,USA,MI,Auburn Hills,8113.0,USD,7447.0,USD,187.0,USD,8157.0,USD,64716.0,employees
"Autoliv, Inc.",16,2014,Motor Vehicles & Parts,,USA,MI,,9468.0,USD,8803.0,USD,486.0,USD,6983.0,USD,,employees
"Autoliv, Inc.",16,2013,Motor Vehicles & Parts,,USA,MI,,660.39,USD,826.67,USD,483.1,USD,657.03,USD,,employees
"Autoliv, Inc.",16,2012,Motor Vehicles & Parts,,USA,MI,Auburn Hills,,USD,8232.4,USD,,USD,,USD,,employees
"Automatic Data Processing, Inc.",19,2014,Diversified Outsourcing Services,,USA,NJ,,37225.0,USD,11334.0,USD,1406.0,USD,32268.0,USD,,employees
"Automatic Data Processing, Inc.",19,2013,Diversified Outsourcing Services,,USA,NJ,,3154.07,USD,1066.52,USD,1388.5,USD,3081.55,USD,,employees
"Automatic Data Processing, Inc.",19,2012,Diversified Outsourcing Services,,USA,NJ,Roseland,,USD,9879.5,USD,,USD,,USD,,employees
Avery Dennison Corporation,19,2014,Chemicals,,USA,CA,,4864.0,USD,6520.0,USD,216.0,USD,4611.0,USD,,employees
Avery Dennison Corporation,19,2013,Chemicals,,USA,CA,,431.16,USD,676.16,USD,215.4,USD,510.53,USD,,employees
Avery Dennison Corporation,19,2012,Chemicals,,USA,CA,Pasadena,,USD,6786.7,USD,,USD,,USD,,employees
Avis Budget Group,9,2023,"Automotive Retailing, Services",Retailing,USA,NJ,Parsippany,7689.0,USD,11994.0,USD,2764.0,USD,25927.0,USD,21500.0,employees
Avis Budget Group,9,2022,"Automotive Retailing, Services",Retailing,USA,NJ,Parsippany,14157.0,USD,9313.0,USD,1285.0,USD,22600.0,USD,18500.0,employees
Avis Budget Group,9,2021,"Automotive Retailing, Services",Retailing,USA,NJ,Parsippany,5068.0,USD,5402.0,USD,684.0,USD,17538.0,USD,17500.0,employees
Avnet,10,2023,Wholesalers: Electronics and Office Equipment,Wholesalers,USA,AZ,Phoenix,4130.0,USD,24311.0,USD,692.0,USD,10389.0,USD,15300.0,employees
Avnet,10,2022,Wholesalers: Electronics and Office Equipment,Wholesalers,USA,AZ,Phoenix,4017.0,USD,19535.0,USD,193.0,USD,8925.0,USD,14500.0,employees
Avnet,10,2021,Wholesalers: Electronics and Office Equipment,Wholesalers,USA,AZ,Phoenix,4128.0,USD,17634.0,USD,31.0,USD,8105.0,USD,14600.0,employees
"Avnet, Inc.",18,2014,Wholesalers: Electronics and Office Equipment,,USA,AZ,,6436.0,USD,25459.0,USD,450.0,USD,10475.0,USD,,employees
"Avnet, Inc.",18,2013,Wholesalers: Electronics and Office Equipment,,USA,AZ,,495.89,USD,2570.75,USD,567.0,USD,1016.79,USD,,employees
"Avnet, Inc.",18,2012,Wholesalers: Electronics and Office Equipment,,USA,AZ,Phoenix,,USD,26534.4,USD,,USD,,USD,,employees
"Avon Products, Inc.",19,2014,Household and Personal Products,,USA,NY,,6353.0,USD,10010.0,USD,-56.0,USD,6492.0,USD,,employees
"Avon Products, Inc.",19,2013,Household and Personal Products,,USA,NY,,896.12,USD,1071.71,USD,-42.5,USD,738.25,USD,,employees
"Avon Products, Inc.",19,2012,Household and Personal Products,,USA,NY,New York,,USD,11291.6,USD,,USD,,USD,,employees
BB&T Corporation,10,2014,Commercial Banks,,USA,NC,,28556.0,USD,10444.0,USD,1679.0,USD,183010.0,USD,,employees
BB&T Corporation,10,2013,Commercial Banks,,USA,NC,,2196.75,USD,107.37,USD,1979.0,USD,1838.72,USD,,employees
BB&T Corporation,10,2012,Commercial Banks,,USA,NC,Winston-Salem,,USD,9998.0,USD,,USD,,USD,,employees
"BJ's Wholesale Club, Inc.",10,2011,Specialty Retailers: Other,,USA,MA,Westborough,,USD,11024.8,USD,,USD,,USD,,employees
"BJ's Wholesale Club, Inc.",10,2010,Specialty Retailers,,USA,MA,Natick,,USD,10187.0,USD,,USD,,USD,,employees
"BJ's Wholesale Club, Inc.",10,2009,Specialty Retailers,,USA,MA,Natick,,USD,10027.4,USD,,USD,,USD,,employees
Baker Hughes Incorporated,18,2014,"Oil and Gas Equipment, Services",,USA,TX,,28360.0,USD,22364.0,USD,1096.0,USD,27934.0,USD,,employees
Baker Hughes Incorporated,18,2013,"Oil and Gas Equipment, Services",,USA,TX,,2050.43,USD,213.61,USD,1311.0,USD,266.89,USD,,employees
Baker Hughes Incorporated,18,2012,"Oil and Gas Equipment, Services",,USA,TX,Houston,,USD,19831.0,USD,,USD,,USD,,employees
Ball,9,2023,"Packaging, Containers",Materials,USA,CO,Westminster,17326.0,USD,15349.0,USD,719.0,USD,19909.0,USD,21000.0,employees
Ball,9,2022,"Packaging, Containers",Materials,USA,CO,Westminster,28909.0,USD,13811.0,USD,878.0,USD,19714.0,USD,24300.0,employees
Ball,9,2021,"Packaging, Containers",Materials,USA,CO,Westminster,27801.0,USD,11781.0,USD,585.0,USD,18252.0,USD,21500.0,employees
Ball Corporation,17,2014,"Packaging, Containers",,USA,CO,,7703.0,USD,8468.0,USD,407.0,USD,7820.0,USD,,employees
Ball Corporation,17,2013,"Packaging, Containers",,USA,CO,,711.03,USD,873.57,USD,403.5,USD,750.71,USD,,employees
Ball Corporation,17,2012,"Packaging, Containers",,USA,CO,Broomfield,,USD,8630.9,USD,,USD,,USD,,employees
Bank of America Corporation,14,2013,Commercial Banks,,USA,NC,,131790.9,USD,100078.0,USD,4188.0,USD,2209974.0,USD,,employees
Bank of America Corporation,14,2012,Commercial Banks,,USA,NC,Charlotte,,USD,115074.0,USD,,USD,,USD,,employees
Bank of America Corporation,14,2011,Commercial Banks,,USA,NC,Charlotte,,USD,134194.0,USD,,USD,,USD,,employees
Barnes & Noble Inc.,13,2010,Specialty Retailers,,USA,NY,New York,,USD,5596.3,USD,,USD,,USD,,employees
Barnes & Noble Inc.,13,2009,Specialty Retailers,,USA,NY,New York,,USD,5235.3,USD,,USD,,USD,,employees
Barnes & Noble Inc.,13,2008,Specialty Retailers,,USA,NY,New York,,USD,5410.8,USD,,USD,,USD,,employees
Baxter International,11,2023,Medical Products and Equipment,Health Care,USA,IL,Deerfield,20504.0,USD,15113.0,USD,2433.0,USD,28287.0,USD,60000.0,employees
Baxter International,11,2022,Medical Products and Equipment,Health Care,USA,IL,Deerfield,39018.0,USD,12784.0,USD,1284.0,USD,33521.0,USD,60000.0,employees
Baxter International,11,2021,Medical Products and Equipment,Health Care,USA,IL,Deerfield,42657.0,USD,11673.0,USD,1102.0,USD,20019.0,USD,50000.0,employees
